,hometown,longitude,latitude
1021,"Randolph, WI, USA",-89.0067778,43.5391527
1022,"Raritan, NJ, USA",-74.6329363,40.5695474
1023,"Rayville, LA, USA",-91.7548473,32.4773643
1024,"Reading, PA, USA",-75.9268747,40.3356483
1025,"Reedley, CA, USA",-119.4504029,36.5963395
1026,"Reseda, CA, USA",-118.5360517,34.2011141
1027,"Reykjavik, Iceland",-21.89521,64.135338
1028,"Reynoldsburg, OH, USA",-82.8121191,39.9547861
1029,"Richland, WA, USA",-119.2844621,46.2856907
1030,"Richmond, CA, USA",-122.3477486,37.9357576
1031,"Richmond, IN, USA",-84.8902382,39.8289369
1032,"Richmond, KY, USA",-84.2946539,37.7478572
1033,"Richmond, VA, USA",-77.4360481,37.5407246
1034,"Riga, Latvia",24.1051864,56.9496487
1035,"Rio Tercero, Argentina",-64.1132028,-32.1765435
1036,"Ritter, SC, USA",-80.6303822,32.7896202
1037,"River Edge, NJ, USA",-74.0398622,40.9287098
1038,"River Rouge, MI, USA",-83.1343677,42.2733718
1039,"Riverside, CA, USA",-117.3961564,33.9533487
1040,"Riverside, NJ, USA",-74.9573908,40.0323338
1041,"Riviera Beach, FL, USA",-80.0580969,26.7753405
1042,"Roachdale, IN, USA",-86.8022295,39.8489339
1043,"Roanoke, VA, USA",-79.9414266,37.2709704
1044,"Robbinsdale, MN, USA",-93.3385614,45.032187
1045,"Roberta, GA, USA",-84.0132433,32.7218072
1046,"Rochester, NY, USA",-77.6109219,43.16103
1047,"Rochester, PA, USA",-80.2864509,40.7022882
1048,"Rockaway, NY, USA",-73.7977928,40.592658
1049,"Rockford, IL, USA",-89.0939952,42.2711311
1050,"Rockingham, NC, USA",-79.7739457,34.9393201
1051,"Rockville Centre, NY, USA",-73.6412406,40.6587138
1052,"Rockville, IN, USA",-87.2291809,39.7625404
1053,"Rockville, MD, USA",-77.1527578,39.0839973
1054,"Rocky Mount, NC, USA",-77.7905339,35.9382103
1055,"Rocky, OK, USA",-99.0603546,35.1569986
1056,"Rolling Ford, MS, USA",-90.8781567,32.9065168
1057,"Rolling Fork, MS, USA",-90.8781567,32.9065168
1058,"Rome, GA, USA",-85.1646726,34.257038
1059,"Rome, Italy",12.4825199,41.8929163
1060,"Rome, NY, USA",-75.4557303,43.2128473
1061,"Romulus, MI, USA",-83.3965994,42.2222614
1062,"Roosevelt, NY, USA",-73.5890168,40.678713
1063,"Roseau, Dominica",-61.384225,15.304193
1064,"Roseburg, OR, USA",-123.3417381,43.216505
1065,"Rosedale, MS, USA",-91.0278863,33.8534421
1066,"Roselle, IL, USA",-88.0797933,41.9847504
1067,"Rosemead, CA, USA",-118.072846,34.0805651
1068,"Rosenberg, TX, USA",-95.8085623,29.5571825
1069,"Roslindale, MA, USA",-71.1270268,42.2832142
1070,"Rotterdam, Netherlands",4.481776,51.924216
1071,"Rouen, France",1.099971,49.443232
1072,"Roxana, IL, USA",-90.0607398,38.846767
1073,"Royal Oak, MI, USA",-83.1446485,42.4894801
1074,"Russellville, AR, USA",-93.1337856,35.2784173
1075,"Russellville, KY, USA",-86.887219,36.8453199
1076,"Rustavi, Republic of Georgia",44.9872097,41.5697436
1077,"Sacramento, CA, USA",-121.4943996,38.5815719
1078,"Saginaw, MI, USA",-83.9508068,43.4194699
1079,"Saint-Etienne, France",4.3871779,45.439695
1080,"Saint-Maurice, France",2.423655,48.8205669
1081,"Sainte-Catherine-les-Arras, France",2.764874,50.307656
1082,"Salem, MA, USA",-70.8967155,42.51954
1083,"Salem, OR, USA",-123.0350963,44.9428975
1084,"Salida, CA, USA",-121.0849369,37.7057623
1085,"Salinas, CA, USA",-121.6555013,36.6777372
1086,"Salt Lake City, UT, USA",-111.8910474,40.7607793
1087,"San Angelo, TX, USA",-100.4370375,31.4637723
1088,"San Antonio, TX, USA",-98.4936282,29.4241219
1089,"San Bernardino, CA, USA",-117.2897652,34.1083449
1090,"San Diego, CA, USA",-117.1572551,32.7153292
1091,"San Francisco, CA, USA",-122.4194155,37.7749295
1092,"San Gabriel, CA, USA",-118.1058333,34.0961111
1093,"San Jose, CA, USA",-121.8949555,37.3393857
1094,"San Juan, Puerto Rico",-66.1057217,18.4663338
1095,"San Leandro, CA, USA",-122.1560768,37.7249296
1096,"San Luis Obispo, CA, USA",-120.6596156,35.2827524
1097,"San Marcos, TX, USA",-97.9413941,29.8832749
1098,"San Mateo, CA, USA",-122.3255254,37.5629917
1099,"San Paulo, Brazil",-46.6388182,-23.5489433
1100,"San Pedro de Macoris, Dominican Republic",-69.307808,18.455759
1101,"San Pedro, CA, USA",-118.2922461,33.7360619
1102,"San, CA, USA",-117.0646289,32.9995646
1103,"Sandersville, GA, USA",-82.810138,32.9815431
1104,"Sandusky, OH, USA",-82.7079605,41.4489396
1105,"Sandy Hook, KY, USA",-83.1262839,38.0864739
1106,"Sandy, UT, USA",-111.8597222,40.5725
1107,"Sanford, FL, USA",-81.269453,28.8028612
1108,"Sant Feliu de Llobregat, Spain",2.0494619,41.38467
1109,"Sant'Angelo Lodigiano, Italy",9.4123069,45.2323253
1110,"Santa Barbara, CA, USA",-119.6981901,34.4208305
1111,"Santa Clara, CA, USA",-121.9552356,37.3541079
1112,"Santa Clara, Cuba",-79.9656679,22.413651
1113,"Santa Cruz, CA, USA",-122.0307963,36.9741171
1114,"Santa Fe, Argentina",-60.6994591,-31.6323891
1115,"Santa Maria, CA, USA",-120.4357191,34.9530337
1116,"Santa Monica, CA, USA",-118.4911912,34.0194543
1117,"Santa Teresa, Brazil",-40.5961946,-19.9339867
1118,"Santo Domingo, Dominican Republic",-69.9833333,18.5
1119,"Santurce, Puerto Rico",-66.0472222,18.4408333
1120,"Sao Carlos, Brazil",-47.89085,-22.0132923
1121,"Sarajevo, Bosnia and Herzegovina",18.4130763,43.8562586
1122,"Sarasota, FL, USA",-82.5306527,27.3364347
1123,"Saratov, Russia",46,51.55
1124,"Satu-Mare, Romania",22.885189,47.792091
1125,"Savannah, GA, USA",-81.0998342,32.0835407
1126,"Scarsdale, NY, USA",-73.7845768,41.0050977
1127,"Schenectady, NY, USA",-73.9395687,42.8142432
1128,"Scooba, MS, USA",-88.4764273,32.8281868
1129,"Scottsville, KY, USA",-86.1905424,36.7533781
1130,"Scranton, PA, USA",-75.6624122,41.408969
1131,"Searcy, AR, USA",-91.7336846,35.2468204
1132,"Seattle, WA, USA",-122.3320708,47.6062095
1133,"Sedalia, MO, USA",-93.2282613,38.7044609
1134,"Selma, AL, USA",-87.0211007,32.4073589
1135,"Seoul, Republic of Korea",126.9779692,37.566535
1136,"Sewickley, PA, USA",-80.1844243,40.5364846
1137,"Shallotte, NC, USA",-78.3858371,33.9732275
1138,"Shanghai, China",121.473701,31.230416
1139,"Sharon, PA, USA",-80.4934035,41.2331116
1140,"Sharps, VA, USA",-76.7007912,37.8240267
1141,"Shawnee, OK, USA",-96.9253004,35.3272928
1142,"Shelby, MI, USA",-83.0329934,42.670782
1143,"Shelby, NC, USA",-81.5356463,35.2923513
1144,"Shelby, OH, USA",-82.6618424,40.8814452
1145,"Shellman, GA, USA",-84.6151965,31.7562765
1146,"Sheridan, WY, USA",-106.9561791,44.7971939
1147,"Shreveport, LA, USA",-93.7501789,32.5251516
1148,"Sibenik, Croatia",15.8952045,43.7350196
1149,"Silver City, MS, USA",-90.4967573,33.0965153
1150,"Silver City, NM, USA",-108.280326,32.770075
1151,"Silver Spring, MD, USA",-77.026088,38.9906657
1152,"Sioux City, IA, USA",-96.4003069,42.4999942
1153,"Sioux Falls, SD, USA",-96.700327,43.5499749
1154,"Slavoska Pozega, Croatia",17.68646,45.3396
1155,"Slayton, MN, USA",-95.7558464,43.9877419
1156,"Slovenj Gradec, Slovenia",15.0768162,46.5075851
1157,"Smyrna, TN, USA",-86.5186045,35.9828412
1158,"Snohomish, WA, USA",-122.0981848,47.9128756
1159,"Somerville, MA, USA",-71.0994968,42.3875968
1160,"Somerville, NJ, USA",-74.60988,40.5742696
1161,"Somerville, TN, USA",-89.3500714,35.2436969
1162,"Sorrento, LA, USA",-90.8592632,30.1843642
1163,"South Bend, IN, USA",-86.2519898,41.6763545
1164,"South Boston, VA, USA",-78.9013987,36.6987493
1165,"South Gate, CA, USA",-118.2120161,33.954737
1166,"Southampton, NY, USA",-72.3895296,40.884267
1167,"Southampton, United Kingdom",-1.4043509,50.9097004
1168,"Southfield, MI, USA",-83.2218731,42.4733688
1169,"Southhampton, NY, USA",-72.3895296,40.884267
1170,"Sparta, GA, USA",-82.9762589,33.2757006
1171,"Split, Croatia",16.4401935,43.5081323
1172,"Spokane, WA, USA",-117.4260466,47.6587802
1173,"Springfield, IL, USA",-89.6501481,39.7817213
1174,"Springfield, MA, USA",-72.589811,42.1014831
1175,"Springfield, MO, USA",-93.2922989,37.2089572
1176,"Springfield, OH, USA",-83.8088171,39.9242266
1177,"St. Augustine, FL, USA",-81.3132083,29.8942639
1178,"St. Charles, MO, USA",-90.511764,38.788698
1179,"St. Croix, U.S. Virgin Islands",-64.8347992,17.7245968
1180,"St. Joseph, MI, USA",-86.4841667,42.0980556
1181,"St. Louis, MO, USA",-90.1994042,38.6270025
1182,"St. Paul, MN, USA",-93.0899578,44.9537029
1183,"St. Petersburg, FL, USA",-82.64,27.7730556
1184,"St. Petersburg, Russia",30.3350986,59.9342802
1185,"St. Thomas, U.S. Virgin Islands",-64.9534009,18.335361
1186,"Stamford, CT, USA",-73.5387341,41.0534302
1187,"Starkville, MS, USA",-88.8183872,33.4503998
1188,"Staten Island, NY, USA",-74.1502007,40.5795317
1189,"Steamboat Springs, CO, USA",-106.8317158,40.4849769
1190,"Steubenville, OH, USA",-80.6339638,40.3697905
1191,"Stevenson, WA, USA",-121.8845241,45.6956723
1192,"Stillwater, MN, USA",-92.8088443,45.056004
1193,"Stockholm, Sweden",18.06491,59.32893
1194,"Stockton, CA, USA",-121.2907796,37.9577016
1195,"Stone Mountain, GA, USA",-84.170196,33.8081608
1196,"Stuart, FL, USA",-80.2528257,27.197548
1197,"Sublette, KS, USA",-100.8437736,37.4816911
1198,"Suffolk, VA, USA",-76.5835621,36.7282054
1199,"Sumas, WA, USA",-122.2648752,49.0001217
1200,"Summerfield, LA, USA",-92.8293247,32.9126429
1201,"Summit, MS, USA",-90.4684315,31.2837867
1202,"Sumter, SC, USA",-80.3414693,33.9204354
1203,"Sunnyside, NY, USA",-73.9196324,40.7432759
1204,"Superior, WI, USA",-92.1040796,46.7207737
1205,"Sussex, VA, USA",-77.2793864,36.9150425
1206,"Swissvale, PA, USA",-79.8828275,40.4236801
1207,"Sydney, Australia",151.2069902,-33.8674869
1208,"Sylacauga, AL, USA",-86.2516406,33.1731716
1209,"Syracuse, NY, USA",-76.1474244,43.0481221
1210,"Tacoma, WA, USA",-122.4442906,47.2528768
1211,"Taft, OK, USA",-95.5463665,35.7617667
1212,"Talbottom, GA, USA",-84.5393664,32.6776372
1213,"Tallinn, Estonia",24.7535746,59.4369608
1214,"Tallulah, LA, USA",-91.1867771,32.4084765
1215,"Tampa, FL, USA",-82.4571776,27.950575
1216,"Tarboro, NC, USA",-77.5358049,35.8968236
1217,"Tarzana, CA, USA",-118.5506158,34.1494848
1218,"Tavares, FL, USA",-81.725632,28.8041579
1219,"Taylor, TX, USA",-97.4094438,30.5707551
1220,"Tbilisi, Republic of Georgia",44.7590733,41.7113992
1221,"Teaneck, NJ, USA",-74.0116536,40.8932469
1222,"Temple, TX, USA",-97.342782,31.0982344
1223,"Tenerife, Spain",-16.6291304,28.2915637
1224,"Tepic, Mexico",-104.8945887,21.5041651
1225,"Terre Haute, IN, USA",-87.4139092,39.4667034
1226,"Texarkana, TX, USA",-94.0476882,33.425125
1227,"Texas City, TX, USA",-94.9027002,29.383845
1228,"The Colony, TX, USA",-96.8863922,33.0890094
1229,"Thibodaux, LA, USA",-90.822871,29.7957633
1230,"Thief River Falls, MN, USA",-96.1811473,48.1191353
1231,"Thies, Senegal",-16.924339,14.8047
1232,"Thomaston, GA, USA",-84.3265854,32.8881879
1233,"Thomasville, GA, USA",-83.9787808,30.8365815
1234,"Thomson, GA, USA",-82.5045733,33.4706927
1235,"Thornton, MS, USA",-90.3225881,33.0792941
1236,"Tipton, IN, USA",-86.041098,40.2822598
1237,"Toccoa, GA, USA",-83.3323851,34.5773206
1238,"Toledo, OH, USA",-83.555212,41.6639383
1239,"Tolono, IL, USA",-88.2589387,39.9861415
1240,"Toms River, NJ, USA",-74.1979458,39.9537358
1241,"Toronto, Canada",-79.3831843,43.653226
1242,"Torrance, CA, USA",-118.3406288,33.8358492
1243,"Torrington, CT, USA",-73.1211715,41.8003049
1244,"Town Creek, AL, USA",-87.4061342,34.6812011
1245,"Trabajara, Brazil",NA,NA
1246,"Traverse City, MI, USA",-85.6206317,44.7630567
1247,"Trebinje Srpska-Bih, Bosnia and Herzegovina",18.3425,42.7112
1248,"Trelawny, Jamaica",-77.6077865,18.3526143
1249,"Trenton, IL, USA",-89.6820368,38.605604
1250,"Trenton, NJ, USA",-74.7429384,40.2170534
1251,"Triavna, Bulgaria",25.4988388,42.876652
1252,"Trigg County, KY, USA",-87.7763333,36.8473642
1253,"Trikala, Greece",21.7678951,39.5557317
1254,"Trinidad, Trinidad and Tobago",-60.6517354,11.2267851
1255,"Tripp, SD, USA",-97.965905,43.2255461
1256,"Triteni, Romania",26.1134787,44.4676624
1257,"Trotwood, OH, USA",-84.3113334,39.7972788
1258,"Tryon, NC, USA",-82.2384479,35.2081694
1259,"Tuckerman, AR, USA",-91.1984601,35.7306327
1260,"Tucson, AZ, USA",-110.926479,32.2217429
1261,"Tulare, CA, USA",-119.3473379,36.2077288
1262,"Tulsa, OK, USA",-95.992775,36.1539816
1263,"Tuscaloosa, AL, USA",-87.5691735,33.2098407
1264,"Tuskegee, AL, USA",-85.7077266,32.430237
1265,"Tuzla, Bosnia and Herzegovina",18.6734012,44.5373453
1266,"Twiggs, GA, USA",-83.4643551,32.68356
1267,"Tyler, TX, USA",-95.3010624,32.3512601
1268,"Tylertown, MS, USA",-90.1420331,31.1160119
1269,"Union City, NJ, USA",-74.2631635,40.6975898
1270,"Union, SC, USA",-81.623711,34.7154122
1271,"Uniondale, NY, USA",-73.5929056,40.7003793
1272,"Uniontown, PA, USA",-79.7164326,39.900076
1273,"Upland, CA, USA",-117.6483876,34.09751
1274,"Upper Darby, PA, USA",-75.3076883,39.957902
1275,"Utena, Lithuania",25.6089219,55.5059039
1276,"Utica, MS, USA",-90.6234323,32.1095975
1277,"Uxbridge, Canada",-79.1204998,44.1094028
1278,"Valders, WI, USA",-87.8842583,44.0661044
1279,"Valdosta, GA, USA",-83.2784851,30.8327022
1280,"Valencia, Spain",-0.3762881,39.4699075
1281,"Valhalla, NY, USA",-73.7751326,41.0748188
1282,"Vallejo, CA, USA",-122.2566367,38.1040864
1283,"Vanceburg, KY, USA",-83.3187952,38.599243
1284,"Vancouver, Canada",-123.1139268,49.261226
1285,"Venado Tuerto, Argentina",-61.965641,-33.75
1286,"Ventspils, Latvia",21.5647066,57.3937216
1287,"Ventura, CA, USA",-119.2290053,34.2746405
1288,"Vero Beach, FL, USA",-80.3972736,27.6386434
1289,"Vevey, Switzerland",6.8424313,46.4627306
1290,"Vic, Spain",2.2544335,41.9304373
1291,"Vicksburg, MS, USA",-90.877882,32.3526456
1292,"Victoria, Canada",-123.3656444,48.4284207
1293,"Vidalia, LA, USA",-91.4259495,31.5654441
1294,"Villa Rica, GA, USA",-84.9191081,33.732052
1295,"Villanueva de la Serena, Spain",-5.7997323,38.9735752
1296,"Virginia Beach, VA, USA",-75.977985,36.8529263
1297,"Virginia, MN, USA",-92.5365713,47.5232596
1298,"Visalia, CA, USA",-119.2920585,36.3302284
1299,"Vredenburgh, AL, USA",-87.3216563,31.8284857
1300,"Wagram, NC, USA",-79.3661515,34.8879396
1301,"Wallace, NC, USA",-77.9952628,34.735724
1302,"Walnut Creek, CA, USA",-122.0651819,37.9100783
1303,"Walterboro, SC, USA",-80.6667688,32.9051704
1304,"Wamego, KS, USA",-96.3049975,39.2019412
1305,"Warren County, KY, USA",-86.4996546,36.9886043
1306,"Warren, MI, USA",-83.028197,42.493
1307,"Warren, OH, USA",-80.8184166,41.2375569
1308,"Warrensville Heights, OH, USA",-81.5102655,41.4323067
1309,"Warsaw, Poland",21.0122287,52.2296756
1310,"Washington, DC, USA",-77.0364641,38.9072309
1311,"Washington, IA, USA",-91.6916417,41.3014077
1312,"Washington, IL, USA",-89.4073123,40.7036482
1313,"Washington, IN, USA",-87.172789,38.6592152
1314,"Washington, NC, USA",-76.5950555,35.8120333
1315,"Washington, OK, USA",-97.4844761,35.0589583
1316,"Waterbury, CT, USA",-73.0514965,41.5581525
1317,"Waterloo, NY, USA",-76.8627367,42.9047884
1318,"Watonga, KS, USA",-98.4842465,39.011902
1319,"Watsonville, CA, USA",-121.7568946,36.910231
1320,"Waukegan, IL, USA",-87.8447938,42.3636331
1321,"Wausau, WI, USA",-89.6301221,44.9591352
1322,"Wauwatosa, WI, USA",-88.0075875,43.0494572
1323,"Waxahachie, TX, USA",-96.8483311,32.3865312
1324,"Wayne, MI, USA",-83.3863214,42.2814269
1325,"Waynesboro, VA, USA",-78.8894682,38.0684692
1326,"Webster Groves, MO, USA",-90.3573389,38.5925524
1327,"Weirsdale, FL, USA",-81.9243411,28.9818685
1328,"Weirton, WV, USA",-80.5895167,40.4189566
1329,"Welland, Canada",-79.2482555,42.9921579
1330,"West Baden, IN, USA",-86.6111026,38.5653318
1331,"West Chester, PA, USA",-75.6054882,39.9606643
1332,"West Covina, CA, USA",-117.9389526,34.0686208
1333,"West Jefferson, OH, USA",-83.2688045,39.944784
1334,"West Memphis, AR, USA",-90.1845388,35.1464797
1335,"West Monroe, LA, USA",-92.1476353,32.5184775
1336,"West Palm Beach, FL, USA",-80.0533746,26.7153424
1337,"West Point, GA, USA",-85.1832746,32.8779056
1338,"West Warwick, RI, USA",-71.5215024,41.7036711
1339,"Westbury, NY, USA",-73.5876273,40.7556561
1340,"Westminster, CA, USA",-117.9939921,33.7513419
1341,"Wheeling, WV, USA",-80.7209149,40.0639616
1342,"White Hall, AL, USA",-86.7119247,32.3270827
1343,"White Plains, NY, USA",-73.7629097,41.0339862
1344,"Whiteville, NC, USA",-78.7030721,34.3387802
1345,"Whiting, IN, USA",-87.4944873,41.6797578
1346,"Wichita, KS, USA",-97.3361111,37.6888889
1347,"Wickliffe, KY, USA",-89.0892348,36.9647754
1348,"Wiesbaden, Germany",8.2433437,50.0630804
1349,"Wilkes-Barre, PA, USA",-75.8813075,41.2459149
1350,"Wilkinsburg, PA, USA",-79.8819942,40.4417355
1351,"Williamsburg County, SC, USA",-79.6502105,33.6293606
1352,"Williamsburg, VA, USA",-76.7074571,37.2707022
1353,"Williamsport, KY, USA",-82.7290471,37.8206502
1354,"Williamstown, KY, USA",-84.5604977,38.6381245
1355,"Willingboro, NJ, USA",-74.887418,40.02715
1356,"Wilmington, DE, USA",-75.5466667,39.7458333
1357,"Wilmington, NC, USA",-77.9447102,34.2257255
1358,"Wilson Mills, NC, USA",-78.3500875,35.57746
1359,"Windsor, Canada",-83.0085329,42.279609
1360,"Winnipeg, Canada",-97.1374937,49.8997541
1361,"Winnsboro, LA, USA",-91.720681,32.1632079
1362,"Winona, MN, USA",-91.6404389,44.0478889
1363,"Winston-Salem, NC, USA",-80.244216,36.0998596
1364,"Winter Haven, FL, USA",-81.7328567,28.0222435
1365,"Winter Park, FL, USA",-81.3392352,28.5999998
1366,"Winthrop, MA, USA",-70.9811334,42.3778173
1367,"Woodbridge, VA, USA",-77.2497049,38.6581722
1368,"Woodbury, NJ, USA",-75.1526774,39.8381691
1369,"Worcester, MA, USA",-71.8022934,42.2625932
1370,"Worzbach, Germany",11.5371988,50.4626069
1371,"Wow, South Sudan",28,7.7
1372,"Wuppertal, Germany",7.1507636,51.2562128
1373,"Wurzburg, Germany",9.9535715,49.7915953
1374,"Wynnewood, PA, USA",-75.2770721,39.9890545
1375,"Wyoming, MI, USA",-85.7053085,42.9133602
1376,"Yale, KS, USA",-94.6186955,37.0692343
1377,"Yalova, Turkey",29.2666667,40.65
1378,"Yaounde, Cameroon",11.5166667,3.8666667
1379,"Yazoo City, MI, USA",-85.6023643,44.3148443
1380,"Yazoo City, MS, USA",-90.4056468,32.8551326
1381,"Yokohama, Japan",139.6380256,35.4437078
1382,"Yonkers, NY, USA",-73.8987469,40.9312099
1383,"Yorktown, IN, USA",-85.4941396,40.1736547
1384,"Ypsilanti, MI, USA",-83.6129939,42.2411499
1385,"Zachary, LA, USA",-91.1564961,30.6485191
1386,"Zagreb, Croatia",15.9778949,45.8130293
1387,"Zanesville, OH, USA",-82.0131924,39.9403453
1388,"Zlin, Czech Republic",17.6727531,49.2247531
1389,"Zrenjanin, Serbia",20.40358,45.36581
1390,"Zurich, Switzerland",8.5391825,47.3686498
