"","label","fillColor","player","birthdate","hometown","latitude","longitude","iframe_url","years","mpg","ppg","fg","rpg","apg","pt3","ft","popup"
"1770","g","#bf6900","Nate McMillan","3-Aug-64","Raleigh, NC, USA",35.7795897,-78.5781787,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate McMillan+NBA",12,25.7,5.9,44.3,4,6.1,34.3,65,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nate McMillan</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nate McMillan+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Raleigh, NC, USA<br>Years: 12<br>PPG: 5.9<br>MPG: 25.7<br>FG: 44.3<br>APG: 6.1<br>RPG: 4<br>3PT Percentage: 34.3<br>FT Percentage: 65</td></tr></table>"
"1771","g","#bf6900","Mark Alarie","11-Dec-63","Phoenix, AZ, USA",33.4483771,-112.0700373,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Alarie+NBA",5,16.9,7.5,47.5,3.4,1.1,25.2,77.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Alarie</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Alarie+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Phoenix, AZ, USA<br>Years: 5<br>PPG: 7.5<br>MPG: 16.9<br>FG: 47.5<br>APG: 1.1<br>RPG: 3.4<br>3PT Percentage: 25.2<br>FT Percentage: 77.5</td></tr></table>"
"1772","g","#bf6900","Gerald Paddio","21-Apr-65","Lafayette, LA, USA",30.2240897,-92.0098427,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Gerald Paddio+NBA",3,12.6,5.5,42.1,1.4,1,24.2,74.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Gerald Paddio</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Gerald Paddio+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lafayette, LA, USA<br>Years: 3<br>PPG: 5.5<br>MPG: 12.6<br>FG: 42.1<br>APG: 1<br>RPG: 1.4<br>3PT Percentage: 24.2<br>FT Percentage: 74.6</td></tr></table>"
"1773","g","#bf6900","Bob Burrow","29-Jun-34","Malvern, AR, USA",34.3623149,-92.8129462,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Burrow+NBA",2,14.8,5.7,36.5,4.4,0.6,NA,57.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Burrow</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Burrow+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Malvern, AR, USA<br>Years: 2<br>PPG: 5.7<br>MPG: 14.8<br>FG: 36.5<br>APG: 0.6<br>RPG: 4.4<br>3PT Percentage: NA<br>FT Percentage: 57.8</td></tr></table>"
"1774","g","#bf6900","Cory Alexander","22-Jun-73","Waynesboro, VA, USA",38.0684692,-78.8894682,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Cory Alexander+NBA",7,15.8,5.5,38.9,1.6,2.7,35.4,75.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Cory Alexander</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Cory Alexander+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Waynesboro, VA, USA<br>Years: 7<br>PPG: 5.5<br>MPG: 15.8<br>FG: 38.9<br>APG: 2.7<br>RPG: 1.6<br>3PT Percentage: 35.4<br>FT Percentage: 75.6</td></tr></table>"
"1775","g","#bf6900","Leroy Combs","1-Jan-61","Oklahoma City, OK, USA",35.4675602,-97.5094276,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leroy Combs+NBA",1,9.3,4.5,49.7,1.2,0.8,0,61.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Leroy Combs</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leroy Combs+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Oklahoma City, OK, USA<br>Years: 1<br>PPG: 4.5<br>MPG: 9.3<br>FG: 49.7<br>APG: 0.8<br>RPG: 1.2<br>3PT Percentage: 0<br>FT Percentage: 61.5</td></tr></table>"
"1776","g","#bf6900","Nazr Mohammed","5-Sep-77","Chicago, IL, USA",41.8781136,-87.6378982,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nazr Mohammed+NBA",15,16.9,6.3,48.8,5,0.4,0,64.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nazr Mohammed</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nazr Mohammed+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 15<br>PPG: 6.3<br>MPG: 16.9<br>FG: 48.8<br>APG: 0.4<br>RPG: 5<br>3PT Percentage: 0<br>FT Percentage: 64.2</td></tr></table>"
"1777","g","#bf6900","John Garris","6-Jun-59","Bridgeport, CT, USA",41.1865478,-73.1941767,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Garris+NBA",1,8.1,4,51,2.3,0.3,NA,79.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Garris</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Garris+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bridgeport, CT, USA<br>Years: 1<br>PPG: 4<br>MPG: 8.1<br>FG: 51<br>APG: 0.3<br>RPG: 2.3<br>3PT Percentage: NA<br>FT Percentage: 79.4</td></tr></table>"
"1778","g","#bf6900","Negele Knight","6-Mar-67","Detroit, MI, USA",42.325927,-83.0502538,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Negele Knight+NBA",6,16.4,6.2,43.6,1.3,2.8,26.3,73,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Negele Knight</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Negele Knight+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Detroit, MI, USA<br>Years: 6<br>PPG: 6.2<br>MPG: 16.4<br>FG: 43.6<br>APG: 2.8<br>RPG: 1.3<br>3PT Percentage: 26.3<br>FT Percentage: 73</td></tr></table>"
"1779","g","#bf6900","Horace Walker","17-Apr-37","Chester, PA, USA",39.849557,-75.3557457,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Horace Walker+NBA",1,20.5,6.7,33.9,7.2,1.1,NA,72.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Horace Walker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Horace Walker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chester, PA, USA<br>Years: 1<br>PPG: 6.7<br>MPG: 20.5<br>FG: 33.9<br>APG: 1.1<br>RPG: 7.2<br>3PT Percentage: NA<br>FT Percentage: 72.5</td></tr></table>"
"1780","g","#bf6900","Neil Johnson","17-Apr-43","Jackson, MI, USA",42.245869,-84.4013462,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Neil Johnson+NBA",7,16.9,6.9,47.9,5.3,1.7,16.7,67.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Neil Johnson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Neil Johnson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jackson, MI, USA<br>Years: 7<br>PPG: 6.9<br>MPG: 16.9<br>FG: 47.9<br>APG: 1.7<br>RPG: 5.3<br>3PT Percentage: 16.7<br>FT Percentage: 67.3</td></tr></table>"
"1781","g","#bf6900","John Henson","28-Dec-90","Greensboro, NC, USA",36.0726354,-79.7819754,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Henson+NBA",1,13.1,6,48.2,4.7,0.5,0,53.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Henson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Henson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Greensboro, NC, USA<br>Years: 1<br>PPG: 6<br>MPG: 13.1<br>FG: 48.2<br>APG: 0.5<br>RPG: 4.7<br>3PT Percentage: 0<br>FT Percentage: 53.3</td></tr></table>"
"1782","g","#bf6900","John Jenkins","6-Mar-91","Nashville, TN, USA",36.1666667,-86.7793333,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Jenkins+NBA",1,14.8,6.1,44.6,1.5,0.9,38.4,84.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Jenkins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Jenkins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Nashville, TN, USA<br>Years: 1<br>PPG: 6.1<br>MPG: 14.8<br>FG: 44.6<br>APG: 0.9<br>RPG: 1.5<br>3PT Percentage: 38.4<br>FT Percentage: 84.3</td></tr></table>"
"1783","g","#bf6900","Chris Duhon","31-Aug-82","Mamou, LA, USA",30.6338092,-92.4192993,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chris Duhon+NBA",9,25.6,6.5,39.3,2.3,4.4,36.3,78.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Chris Duhon</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chris Duhon+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Mamou, LA, USA<br>Years: 9<br>PPG: 6.5<br>MPG: 25.6<br>FG: 39.3<br>APG: 4.4<br>RPG: 2.3<br>3PT Percentage: 36.3<br>FT Percentage: 78.4</td></tr></table>"
"1784","g","#bf6900","Ronald Taylor","21-Nov-47","Torrance, CA, USA",33.8358492,-118.3396288,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ronald Taylor+NBA",3,12.2,4.8,46.6,3.8,0.9,NA,55.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ronald Taylor</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ronald Taylor+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Torrance, CA, USA<br>Years: 3<br>PPG: 4.8<br>MPG: 12.2<br>FG: 46.6<br>APG: 0.9<br>RPG: 3.8<br>3PT Percentage: NA<br>FT Percentage: 55.3</td></tr></table>"
"1785","g","#bf6900","Mike Bratz","17-Oct-55","Lompoc, CA, USA",34.6391501,-120.4579409,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Bratz+NBA",9,18.1,7,40.7,1.8,3.2,30.5,83,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mike Bratz</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Bratz+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lompoc, CA, USA<br>Years: 9<br>PPG: 7<br>MPG: 18.1<br>FG: 40.7<br>APG: 3.2<br>RPG: 1.8<br>3PT Percentage: 30.5<br>FT Percentage: 83</td></tr></table>"
"1786","g","#bf6900","Alton Lister","1-Oct-58","Dallas, TX, USA",32.7801399,-96.7904511,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alton Lister+NBA",16,19.9,6.6,51.2,6.3,1,11.1,59.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Alton Lister</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alton Lister+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dallas, TX, USA<br>Years: 16<br>PPG: 6.6<br>MPG: 19.9<br>FG: 51.2<br>APG: 1<br>RPG: 6.3<br>3PT Percentage: 11.1<br>FT Percentage: 59.7</td></tr></table>"
"1787","g","#bf6900","Rich Peek","28-Oct-43","Miami, FL, USA",25.7889689,-80.2204393,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rich Peek+NBA",1,14.9,4.6,48.3,3.9,0.4,NA,53.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Rich Peek</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Rich Peek+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Miami, FL, USA<br>Years: 1<br>PPG: 4.6<br>MPG: 14.9<br>FG: 48.3<br>APG: 0.4<br>RPG: 3.9<br>3PT Percentage: NA<br>FT Percentage: 53.8</td></tr></table>"
"1788","g","#bf6900","David Andersen","23-Jun-80","Carlton, Australia",-37.8010469,144.9698607,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=David Andersen+NBA",2,12.3,4.9,44,2.8,0.6,34.7,67.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>David Andersen</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=David Andersen+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Carlton, Australia<br>Years: 2<br>PPG: 4.9<br>MPG: 12.3<br>FG: 44<br>APG: 0.6<br>RPG: 2.8<br>3PT Percentage: 34.7<br>FT Percentage: 67.4</td></tr></table>"
"1789","g","#bf6900","Franklin Edwards","2-Feb-59","New York, NY, USA",40.7143528,-74.0002731,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Franklin Edwards+NBA",7,15,6.1,44.9,1,2.6,3,79.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Franklin Edwards</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Franklin Edwards+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 7<br>PPG: 6.1<br>MPG: 15<br>FG: 44.9<br>APG: 2.6<br>RPG: 1<br>3PT Percentage: 3<br>FT Percentage: 79.5</td></tr></table>"
"1790","g","#bf6900","Craig Shelton","1-May-57","Washington, DC, USA",38.9072309,-76.9894641,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Shelton+NBA",2,10.3,4.1,45.3,2.4,0.5,0,60,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Craig Shelton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Shelton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Washington, DC, USA<br>Years: 2<br>PPG: 4.1<br>MPG: 10.3<br>FG: 45.3<br>APG: 0.5<br>RPG: 2.4<br>3PT Percentage: 0<br>FT Percentage: 60</td></tr></table>"
"1791","g","#bf6900","John Lucas","21-Nov-82","Washington, DC, USA",38.9072309,-77.0174641,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Lucas+NBA",5,11.8,5.1,39.3,1,1.5,35.8,78.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Lucas</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Lucas+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Washington, DC, USA<br>Years: 5<br>PPG: 5.1<br>MPG: 11.8<br>FG: 39.3<br>APG: 1.5<br>RPG: 1<br>3PT Percentage: 35.8<br>FT Percentage: 78.2</td></tr></table>"
"1792","g","#bf6900","Howie Schultz","3-Jul-22","St. Paul, MN, USA",44.9537029,-93.0889578,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Howie Schultz+NBA",3,16.7,5.3,27.1,3.1,1.7,NA,71.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Howie Schultz</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Howie Schultz+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: St. Paul, MN, USA<br>Years: 3<br>PPG: 5.3<br>MPG: 16.7<br>FG: 27.1<br>APG: 1.7<br>RPG: 3.1<br>3PT Percentage: NA<br>FT Percentage: 71.1</td></tr></table>"
"1793","g","#bf6900","John Mandic","3-Oct-19","Los Angeles, CA, USA",34.0522342,-118.2306849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Mandic+NBA",2,NA,4.1,31.6,NA,1.1,NA,66,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Mandic</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Mandic+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 2<br>PPG: 4.1<br>MPG: NA<br>FG: 31.6<br>APG: 1.1<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 66</td></tr></table>"
"1794","g","#bf6900","Eddie Griffin","30-May-82","Philadelpia, PA, USA",39.952335,-75.162289,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eddie Griffin+NBA",5,22.2,7.2,37.7,5.8,0.8,31.5,67.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Eddie Griffin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eddie Griffin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelpia, PA, USA<br>Years: 5<br>PPG: 7.2<br>MPG: 22.2<br>FG: 37.7<br>APG: 0.8<br>RPG: 5.8<br>3PT Percentage: 31.5<br>FT Percentage: 67.1</td></tr></table>"
"1795","g","#bf6900","Hub Reed","4-Oct-36","Harrah, OK, USA",35.4895085,-97.1636408,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hub Reed+NBA",7,16.4,5.5,43.6,5.1,0.8,NA,72.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Hub Reed</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Hub Reed+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Harrah, OK, USA<br>Years: 7<br>PPG: 5.5<br>MPG: 16.4<br>FG: 43.6<br>APG: 0.8<br>RPG: 5.1<br>3PT Percentage: NA<br>FT Percentage: 72.4</td></tr></table>"
"1796","g","#bf6900","Eddie House","14-May-78","Berkeley, CA, USA",37.8715926,-122.268747,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eddie House+NBA",11,17.3,7.5,40.9,1.7,1.6,39,85.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Eddie House</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eddie House+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Berkeley, CA, USA<br>Years: 11<br>PPG: 7.5<br>MPG: 17.3<br>FG: 40.9<br>APG: 1.6<br>RPG: 1.7<br>3PT Percentage: 39<br>FT Percentage: 85.1</td></tr></table>"
"1797","g","#bf6900","Tony Fuller","4-Sep-58","Detroit, MI, USA",42.329127,-83.0534538,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tony Fuller+NBA",1,16.5,4,36.4,2.8,1.9,0,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tony Fuller</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tony Fuller+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Detroit, MI, USA<br>Years: 1<br>PPG: 4<br>MPG: 16.5<br>FG: 36.4<br>APG: 1.9<br>RPG: 2.8<br>3PT Percentage: 0<br>FT Percentage: 75</td></tr></table>"
"1798","g","#bf6900","Ian Lockhart","25-Jun-67","Nassau, Bahamas",25.06,-77.345,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ian Lockhart+NBA",1,2,4,100,0,0,NA,100,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ian Lockhart</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ian Lockhart+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Nassau, Bahamas<br>Years: 1<br>PPG: 4<br>MPG: 2<br>FG: 100<br>APG: 0<br>RPG: 0<br>3PT Percentage: NA<br>FT Percentage: 100</td></tr></table>"
"1799","g","#bf6900","Ian Mahinmi","5-Nov-86","Rouen, France",49.443232,1.099971,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ian Mahinmi+NBA",5,13.7,4.6,51.2,3.4,0.2,0,66,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ian Mahinmi</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ian Mahinmi+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Rouen, France<br>Years: 5<br>PPG: 4.6<br>MPG: 13.7<br>FG: 51.2<br>APG: 0.2<br>RPG: 3.4<br>3PT Percentage: 0<br>FT Percentage: 66</td></tr></table>"
"1800","g","#bf6900","D.J. Kennedy","5-Nov-89","Pittsburgh, PA, USA",40.4406248,-79.9938864,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=D.J. Kennedy+NBA",1,29.5,6,41.7,3.5,1.5,50,0,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>D.J. Kennedy</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=D.J. Kennedy+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pittsburgh, PA, USA<br>Years: 1<br>PPG: 6<br>MPG: 29.5<br>FG: 41.7<br>APG: 1.5<br>RPG: 3.5<br>3PT Percentage: 50<br>FT Percentage: 0</td></tr></table>"
"1801","g","#bf6900","Keith McLeod","5-Nov-79","Canton, OH, USA",40.7989473,-81.377447,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Keith McLeod+NBA",4,18.6,5.5,35.7,1.3,2.7,28.2,80,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Keith McLeod</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Keith McLeod+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Canton, OH, USA<br>Years: 4<br>PPG: 5.5<br>MPG: 18.6<br>FG: 35.7<br>APG: 2.7<br>RPG: 1.3<br>3PT Percentage: 28.2<br>FT Percentage: 80</td></tr></table>"
"1802","g","#bf6900","Eddie Lee Wilkins","7-May-62","Cartersville, GA, USA",34.1650972,-84.7999382,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eddie Lee Wilkins+NBA",6,11.8,4.8,47,3.1,0.2,0,56.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Eddie Lee Wilkins</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eddie Lee Wilkins+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cartersville, GA, USA<br>Years: 6<br>PPG: 4.8<br>MPG: 11.8<br>FG: 47<br>APG: 0.2<br>RPG: 3.1<br>3PT Percentage: 0<br>FT Percentage: 56.4</td></tr></table>"
"1803","g","#bf6900","Lonny Baxter","27-Jan-79","Silver Spring, MD, USA",38.9906657,-77.024088,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Lonny Baxter+NBA",4,11.6,3.9,46.6,2.9,0.2,20,65.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Lonny Baxter</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Lonny Baxter+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Silver Spring, MD, USA<br>Years: 4<br>PPG: 3.9<br>MPG: 11.6<br>FG: 46.6<br>APG: 0.2<br>RPG: 2.9<br>3PT Percentage: 20<br>FT Percentage: 65.7</td></tr></table>"
"1804","g","#bf6900","Chris Owens","1-Mar-79","Akron, OH, USA",41.0814447,-81.5150053,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chris Owens+NBA",1,6,4,66.7,1,0,NA,NA,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Chris Owens</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Chris Owens+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Akron, OH, USA<br>Years: 1<br>PPG: 4<br>MPG: 6<br>FG: 66.7<br>APG: 0<br>RPG: 1<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>"
"1805","g","#bf6900","Terrence Jones","9-Jan-92","Portland, OR, USA",45.5234515,-122.6712071,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Terrence Jones+NBA",1,14.5,5.5,45.7,3.4,0.8,26.3,76.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Terrence Jones</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Terrence Jones+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Portland, OR, USA<br>Years: 1<br>PPG: 5.5<br>MPG: 14.5<br>FG: 45.7<br>APG: 0.8<br>RPG: 3.4<br>3PT Percentage: 26.3<br>FT Percentage: 76.5</td></tr></table>"
"1806","g","#bf6900","Ira Newble","20-Jan-75","Southfield, MI, USA",42.4733688,-83.2218731,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ira Newble+NBA",8,20.1,5.1,44.6,2.9,0.9,34.1,77.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ira Newble</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ira Newble+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Southfield, MI, USA<br>Years: 8<br>PPG: 5.1<br>MPG: 20.1<br>FG: 44.6<br>APG: 0.9<br>RPG: 2.9<br>3PT Percentage: 34.1<br>FT Percentage: 77.8</td></tr></table>"
"1807","g","#bf6900","Tony White","15-Feb-65","Charlotte, NC, USA",35.2270869,-80.8351267,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tony White+NBA",1,11.9,5.3,44.6,0.6,1.2,0,72.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tony White</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tony White+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Charlotte, NC, USA<br>Years: 1<br>PPG: 5.3<br>MPG: 11.9<br>FG: 44.6<br>APG: 1.2<br>RPG: 0.6<br>3PT Percentage: 0<br>FT Percentage: 72.2</td></tr></table>"
"1808","g","#bf6900","John Shasky","31-Jul-64","Birmingham, MI, USA",42.5467012,-83.2113192,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Shasky+NBA",3,11.1,3.8,46.6,2.8,0.3,0,65.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Shasky</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Shasky+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Birmingham, MI, USA<br>Years: 3<br>PPG: 3.8<br>MPG: 11.1<br>FG: 46.6<br>APG: 0.3<br>RPG: 2.8<br>3PT Percentage: 0<br>FT Percentage: 65.5</td></tr></table>"
