"","player_id","actual_name","twitter_handle","birthplace","position","height","height_inches","feet","inches","weight","shooting_hand","college","high_school","draft_team","draft_position","overall_pick","draft_round","round_pick","nba_debut","experience","nba_years","birthdate","birthyear","age","exact_age","birthcity","birthstate","birthcountry","high_school_location","high_school_city","high_school_state","numbers","contract_terms","teams_colors","player_url","scrape_date","high_school_longitude","high_school_latitude","birth_longitude","birth_latitude"
"236","anderal01","Alan Jeffery Anderson","@ASqared06","Minneapolis, Minnesota","Small Forward-Shooting Guard","6'6",78,6,6,220,"Right","Michigan State University","DeLaSalle","","",NA,NA,NA,"11/12/05","4 years",4,"10/16/82",1982,31,"31y 0m 52d 6H 0M 0S","Minneapolis","Minnesota","USA","Minneapolis, Minnesota","Minneapolis","Minnesota","15;6;6","Signed July 30, 2013 for an assumed minimum salary for 2 years.  2014-15 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#ff3030;border-color:#191970;-Charlotte Bobcats, 2006-2007-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2012-2013-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2014","http://www.basketball-reference.com/players/a/anderal01.html","12/7/13 15:54",-93.26667,44.983334,-93.26667,44.983334
"237","humphkr01","Kris Nathan Humphries","@KrisHumphries","Minneapolis, Minnesota","Power Forward-Small Forward","6'9",81,6,9,235,"Right","University of Minnesota","Hopkins","Utah Jazz","1st round 14th pick 14th overall",14,1,14,"11/3/04","9 years",9,"2/6/85",1985,28,"28y 0m 304d 0H 0M 0S","Minneapolis","Minnesota","USA","Minnetonka, Minnesota","Minnetonka","Minnesota","43;43;43;43;43;43","Signed July 20, 2012 for an assumed $24,000,000 for 2 years.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2005-2006-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2007-2009-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#0000ff;-Dallas Mavericks, 2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2010-2012-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2013-poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2014","http://www.basketball-reference.com/players/h/humphkr01.html","12/7/13 15:54",-93.4687489,44.9211836,-93.26667,44.983334
"238","nichoan01","Andrew Nicholson","@nicholaf44","Mississauga, Canada","Power Forward","6'9",81,6,9,250,"Right","St. Bonaventure University","Father Michael Goetz Secondary","Orlando Magic","1st round 19th pick 19th overall",19,1,19,"11/2/12","1 year",1,"12/8/89",1989,23,"23y 0m 364d 6H 0M 0S","Mississauga","","Canada","West Mississauga, Canada ","West Mississauga","Canada","44","Signed July 3, 2012.  Team Option for 2014-15 picked up on October 25, 2013.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014","http://www.basketball-reference.com/players/n/nichoan01.html","12/7/13 15:54",-79.6441198,43.5890452,-79.6441198,43.5890452
"239","millemi01","Michael Lloyd Miller","","Mitchell, South Dakota","Small Forward-Shooting Guard","6'8",80,6,8,218,"Right","University of Florida","Mitchell","Orlando Magic","1st round 5th pick 5th overall",5,1,5,"10/31/00","13 years",13,"2/19/80",1980,33,"33y 0m 291d 18H 0M 0S","Mitchell","South Dakota","USA","Mitchell, South Dakota","Mitchell","South Dakota","50;33;33;33;6;13;13","Signed July 29, 2013 for an assumed minimum salary for 1 year.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2001-2003-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#40e0d0;-Memphis Grizzlies, 2003-2004-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2005-2008-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2009-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2010-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#8b0000;-Miami Heat, 2011-2013-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2014","http://www.basketball-reference.com/players/m/millemi01.html","12/7/13 15:54",-98.0297992,43.7094283,-98.0297992,43.7094283
"240","couside01","DeMarcus Amir Cousins","@boogiecousins","Mobile, Alabama","Center","6'11",83,6,11,270,"Right","University of Kentucky","LeFlore Magnet","Sacramento Kings","1st round 5th pick 5th overall",5,1,5,"10/27/10","3 years",3,"8/13/90",1990,23,"23y 0m 116d 6H 0M 0S","Mobile","Alabama","USA","Mobile, Alabama","Mobile","Alabama","15","Signed July 7, 2010.  Team Option for 2012-13 picked up on June 22, 2011.  Team Option for 2013-14 picked up on October 17, 2012.  Extension amounts set using 2013-14 amounts and need to be changed when true amounts are known.  Extension signed on September 30, 2013 for a maximum amount for 4 years.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2011-2014","http://www.basketball-reference.com/players/c/couside01.html","12/7/13 15:54",-88.0430541,30.6943566,-88.0430541,30.6943566
"241","millspa01","Paul Millsap","","Monroe, Louisiana","Power Forward","6'8",80,6,8,245,"Right","Louisiana Tech University","Grambling","Utah Jazz","2nd round 17th pick 47th overall",47,2,17,"11/1/06","7 years",7,"2/10/85",1985,28,"28y 0m 300d 0H 0M 0S","Monroe","Louisiana","USA","Grambling, Louisiana","Grambling","Louisiana","24;24;4","Signed July 10, 2013 for an assumed $19,000,000 for 2 years.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2007-2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2011-2013-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2014","http://www.basketball-reference.com/players/m/millspa01.html","12/7/13 15:54",-92.7140402,32.5276503,-92.1193012,32.5093109
"242","datomlu01","Luigi Datome","","Montebelluna, Italy","Small Forward","6'8",80,6,8,215,"Right","","","","",NA,NA,NA,"10/30/13","Rookie",0,"11/27/87",1987,26,"26y 0m 10d 12H 0M 0S","Montebelluna","","Italy","","","","13","","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2014","http://www.basketball-reference.com/players/d/datomlu01.html","12/7/13 15:54",NA,NA,12.0439904,45.775491
"243","johnsor01","Orlando Vincent Johnson","@Pace_O11","Monterey, California","Shooting Guard","6'5",77,6,5,220,"Right","University of California, Santa Barbara","Palma","Sacramento Kings","2nd round 6th pick 36th overall",36,2,6,"11/5/12","1 year",1,"3/11/89",1989,24,"24y 0m 271d 0H 0M 0S","Monterey","California","USA","Salinas, California","Salinas","California","11","Signed July 13, 2012 for an assumed $2,254,115 for 3 years.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2013-2014","http://www.basketball-reference.com/players/j/johnsor01.html","12/7/13 15:54",-121.6555013,36.6777372,-121.8946761,36.6002378
"244","jeffeal01","Al Jefferson","","Monticello, Mississippi","Center-Power Forward","6'10",82,6,10,265,"Right","","Prentiss","Boston Celtics","1st round 15th pick 15th overall",15,1,15,"11/3/04","9 years",9,"1/4/85",1985,28,"28y 0m 337d 0H 0M 0S","Monticello","Mississippi","USA","Prentiss, Mississippi","Prentiss","Mississippi","8;7;25;25;25","Signed July 10, 2013 for an assumed $41,000,000 for 3 years.","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2005-poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2005-2007-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2008-2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2011-2013-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#add8e6;-Charlotte Bobcats, 2014","http://www.basketball-reference.com/players/j/jeffeal01.html","12/7/13 15:54",-89.8670229,31.5985012,-90.1073079,31.5537807
"245","anthojo01","Joel Vincent Anthony","","Montreal, Canada","Center-Power Forward","6'9",81,6,9,245,"Left","University of Nevada, Las Vegas","Dawson College","","",NA,NA,NA,"11/27/07","6 years",6,"8/9/82",1982,31,"31y 0m 120d 6H 0M 0S","Montreal","","Canada","Montreal Canada, ","Montreal Canada","","50","Signed July 16, 2010 for an assumed $18,250,000 for 5 years.  2014-15 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#8b0000;-Miami Heat, 2008-2014","http://www.basketball-reference.com/players/a/anthojo01.html","12/7/13 15:54",-73.5539925,45.5086699,-73.5539925,45.5086699
"246","frankja01","Jamaal Franklin","","Moreno Valley, California","Shooting Guard","6'5",77,6,5,191,"Right","","","Memphis Grizzlies","2nd round 11th pick 41st overall",41,2,11,"11/6/13","Rookie",0,"7/21/91",1991,22,"22y 0m 139d 12H 0M 0S","Moreno Valley","California","USA","","","","22","","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2014","http://www.basketball-reference.com/players/f/frankja01.html","12/7/13 15:54",NA,NA,-117.2296717,33.9424658
"247","vucevni01","Nikola Vucevic","","Morges, Switzerland","Center","6'10",82,6,10,240,"Right","University of Southern California","Stoneridge Preparatory School","Philadelphia 76ers","1st round 16th pick 16th overall",16,1,16,"12/28/11","2 years",2,"10/24/90",1990,23,"23y 0m 44d 6H 0M 0S","Morges","","Switzerland","Simi Valley, California","Simi Valley","California","8;9","Signed December 9, 2011.  Team Option for 2013-14 picked up on October 27, 2012.  Team Option for 2014-15 picked up on October 25, 2013.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014","http://www.basketball-reference.com/players/v/vucevni01.html","12/7/13 15:54",-118.781482,34.2694474,6.4929214,46.5152627
"248","allenla01","Lavoy Allen","@mr_5hundred","Morrisville, Pennsylvania","Power Forward-Center","6'9",81,6,9,225,"Right","Temple University","Pennsbury","Philadelphia 76ers","2nd round 20th pick 50th overall",50,2,20,"1/7/12","2 years",2,"2/4/89",1989,24,"24y 0m 306d 0H 0M 0S","Morrisville","Pennsylvania","USA","Fairless Hills, Pennsylvania","Fairless Hills","Pennsylvania","50","Signed July 11, 2012 for an assumed $6,060,000 for 2 years.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2012-2014","http://www.basketball-reference.com/players/a/allenla01.html","12/7/13 15:54",-74.8551644,40.1795537,-74.7879399,40.2114977
"249","teletmi01","Mizra Teletovic","","Mostar, Bosnia","Small Forward-Power Forward","6'8",80,6,8,235,"Right","","","","",NA,NA,NA,"11/5/12","1 year",1,"9/18/85",1985,28,"28y 0m 80d 0H 0M 0S","Mostar","","Bosnia","","","","33","Signed July 16, 2012 for an assumed $9,687,150 for 3 years.","poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2013-2014","http://www.basketball-reference.com/players/t/teletmi01.html","12/7/13 15:54",NA,NA,17.8127536,43.3422732
"250","drumman01","Andre Jamal Drummond","@DRE_DRUMMOND_","Mount Vernon, New York","Center","6'10",82,6,10,270,"Right","University of Connecticut","St Thomas More School","Detroit Pistons","1st round 9th pick 9th overall",9,1,9,"10/31/12","1 year",1,"8/10/93",1993,20,"20y 0m 119d 0H 0M 0S","Mount Vernon","New York","USA","Oakdale, Connecticut","Oakdale","Connecticut","1;0","Signed July 3, 2012.  Team Option for 2014-15 picked up on October 19, 2013.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2014","http://www.basketball-reference.com/players/d/drumman01.html","12/7/13 15:54",-72.1573008,41.4662093,-73.8370786,40.9125992
"251","sessira01","Ramon Sessions","","Myrtle Beach, South Carolina","Point Guard-Shooting Guard","6'3",75,6,3,190,"Right","University of Nevada, Reno","Myrtle Beach","Milwaukee Bucks","2nd round 26th pick 56th overall",56,2,26,"3/9/08","6 years",6,"4/11/86",1986,27,"27y 0m 240d 6H 0M 0S","Myrtle Beach","South Carolina","USA","Myrtle Beach, South Carolina","Myrtle Beach","South Carolina","7;7;3;7;7","Signed July 13, 2012 for an assumed $10,000,000 for 2 years.","poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2008-2009-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2010-poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#ffd700;-Cleveland Cavaliers, 2011-2012-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ffd700;-Los Angeles Lakers, 2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#add8e6;-Charlotte Bobcats, 2013-2014","http://www.basketball-reference.com/players/s/sessira01.html","12/7/13 15:54",-78.8866943,33.6890603,-78.8866943,33.6890603
"252","jenkijo01","John Logan Jenkins III","@JohnnyCashVU23","Nashville, Tennessee","Shooting Guard","6'4",76,6,4,215,"Right","Vanderbilt University","Station Camp","Atlanta Hawks","1st round 23rd pick 23rd overall",23,1,23,"11/11/12","1 year",1,"3/6/91",1991,22,"22y 0m 276d 12H 0M 0S","Nashville","Tennessee","USA","Hendersonville, Tennessee","Hendersonville","Tennessee","12","Signed July 10, 2012.  Team Option for 2014-15 picked up on October 31, 2013.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-Atlanta Hawks, 2013-2014","http://www.basketball-reference.com/players/j/jenkijo01.html","12/7/13 15:54",-86.6199957,36.3047735,-86.7833333,36.1666667
"253","perkike01","Kendrick Le'Dale Perkins","@KendrickPerkins","Nederland, Texas","Center","6'10",82,6,10,280,"Right","","Clifton J Ozen","Memphis Grizzlies","1st round 27th pick 27th overall",27,1,27,"12/13/03","10 years",10,"11/10/84",1984,29,"29y 0m 26d 18H 0M 0S","Nederland","Texas","USA","Beaumont, Texas","Beaumont","Texas","43;5","Signed extension on March 1, 2011 for an assumed $32,555,936 plus incentives for 4 years starting in 2011-12.  2013-14 and 2014-15 each include $500,000 in likely incentives.","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2004-2011-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2011-2014","http://www.basketball-reference.com/players/p/perkike01.html","12/7/13 15:54",-94.1265562,30.080174,-93.9923965,29.9743803
"254","youngth01","Thaddeus Charles Young","@yungsmoove21","New Orleans, Louisiana","Power Forward","6'8",80,6,8,220,"Left","Georgia Institute of Technology","Mitchell","Philadelphia 76ers","1st round 12th pick 12th overall",12,1,12,"11/7/07","6 years",6,"6/21/88",1988,25,"25y 0m 168d 18H 0M 0S","New Orleans","Louisiana","USA","Memphis, Tennessee","Memphis","Tennessee","21;21","Signed December 9, 2011 for an assumed $43,000,000 for 5 years plus incentives.  2015-16 is an ETO.  2013-14, 2014-15 and 2015-16 each include $250,000 in likely incentives.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Philadelphia 76ers, 2008-2009-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2010-2014","http://www.basketball-reference.com/players/y/youngth01.html","12/7/13 15:54",-90.0489801,35.1495343,-90.0715323,29.9510658
"255","monrogr01","Gregory Keith Monroe Jr.","@MooseGM10","New Orleans, Louisiana","Center-Power Forward","6'11",83,6,11,253,"Left","Georgetown University","Helen Cox","Detroit Pistons","1st round 7th pick 7th overall",7,1,7,"10/30/10","3 years",3,"6/4/90",1990,23,"23y 0m 186d 6H 0M 0S","New Orleans","Louisiana","USA","Harvey, Louisiana","Harvey","Louisiana","10","Signed July 6, 2010.  Team Option for 2012-13 picked up on June 30, 2011.  Team Option for 2013-14 picked up on October 22, 2012.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2011-2014","http://www.basketball-reference.com/players/m/monrogr01.html","12/7/13 15:54",-90.0772944,29.9035387,-90.0715323,29.9510658
"256","augusdj01","Darryl Gerard Augustin Jr.","","New Orleans, Louisiana","Point Guard","6'0",72,6,0,180,"Right","University of Texas at Austin","Hightower","Charlotte Bobcats","1st round 9th pick 9th overall",9,1,9,"10/30/08","5 years",5,"11/10/87",1987,26,"26y 0m 27d 12H 0M 0S","New Orleans","Louisiana","USA","Missouri City, Texas","Missouri City","Texas","14;14;14","Signed July 22, 2013 for an assumed $1,267,000 for 1 year.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Charlotte Bobcats, 2009-2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2013-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2014","http://www.basketball-reference.com/players/a/augusdj01.html","12/7/13 15:54",-95.5377215,29.6185669,-90.0715323,29.9510658
"257","noahjo01","Joakim Simon Noah","@JoakimNoah","New York, New York","Center","6'11",83,6,11,232,"Right","University of Florida","The Lawrenceville School","Chicago Bulls","1st round 9th pick 9th overall",9,1,9,"11/6/07","6 years",6,"2/25/85",1985,28,"28y 0m 285d 0H 0M 0S","New York","New York","USA","Lawrenceville, New Jersey","Lawrenceville","New Jersey","13","Extension signed on October 4, 2010 for an assumed $60,000,000 for 5 years plus incentives that starts in 2011-12.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2008-2014","http://www.basketball-reference.com/players/n/noahjo01.html","12/7/13 15:54",-74.7361013,40.3016375,-74.0059731,40.7143528
"258","anthoca01","Carmelo Kyam Anthony","@carmeloanthony","New York, New York","Small Forward-Power Forward","6'8",80,6,8,230,"Right","Syracuse University","Oak Hill Academy","Denver Nuggets","1st round 3rd pick 3rd overall",3,1,3,"10/29/03","10 years",10,"5/29/84",1984,29,"29y 0m 191d 18H 0M 0S","New York","New York","USA","Mouth of Wilson, Virginia","Mouth of Wilson","Virginia","15;15;7","Signed extension on February 22, 2011 for an assumed $64,166,862 for 3 years that starts in 2012-13.  2014-15 is an ETO.","poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#0000cd;-Denver Nuggets, 2004-2008-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2009-2011-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2011-2014","http://www.basketball-reference.com/players/a/anthoca01.html","12/7/13 15:54",-81.3364889,36.5895679,-74.0059731,40.7143528
"259","farieke01","Kenneth Bernard Faried","@KennethFaried35","Newark, New Jersey","Power Forward","6'8",80,6,8,228,"Right","Morehead State University","Technology","Denver Nuggets","1st round 22nd pick 22nd overall",22,1,22,"12/28/11","2 years",2,"11/19/89",1989,24,"24y 0m 18d 0H 0M 0S","Newark","New Jersey","USA","Newark, New Jersey","Newark","New Jersey","35","Signed December 9, 2011.  Team Option for 2013-14 picked up on October 22, 2012.  Team Option for 2014-15 picked up on October 29, 2013.","poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2012-2014","http://www.basketball-reference.com/players/f/farieke01.html","12/7/13 15:54",-74.1723667,40.735657,-74.1723667,40.735657
"260","foyera01","Randy Foye","@randyfoye","Newark, New Jersey","Shooting Guard-Point Guard","6'4",76,6,4,210,"Right","Villanova University","East Side","Boston Celtics","1st round 7th pick 7th overall",7,1,7,"11/1/06","7 years",7,"9/24/83",1983,30,"30y 0m 74d 12H 0M 0S","Newark","New Jersey","USA","Newark, New Jersey","Newark","New Jersey","4;15;4;8;4","Signed July 10, 2013 for an assumed $9,405,000 for 3 years.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2007-2009-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2010-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Los Angeles Clippers, 2011-2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2013-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#000080;-Denver Nuggets, 2014","http://www.basketball-reference.com/players/f/foyera01.html","12/7/13 15:54",-74.1723667,40.735657,-74.1723667,40.735657
"261","booketr01","Trevor Fitzgerald Booker","@35_Fitz","Newberry, South Carolina","Power Forward","6'7",79,6,7,240,"Left","Clemson University","Union County","Minnesota Timberwolves","1st round 23rd pick 23rd overall",23,1,23,"10/28/10","3 years",3,"11/25/87",1987,26,"26y 0m 12d 12H 0M 0S","Newberry","South Carolina","USA","Union, South Carolina","Union","South Carolina","35;35","Signed July 8, 2010.  Team Option for 2012-13 picked up on June 19, 2011.  Team Option for 2013-14 picked up on October 19, 2012.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-2014","http://www.basketball-reference.com/players/b/booketr01.html","12/7/13 15:54",-81.623711,34.7154122,-81.6187178,34.2745833
"262","meeksjo01","Jodie Meeks","@Jmeeks20","Norcross, Georgia","Shooting Guard","6'4",76,6,4,208,"Right","University of Kentucky","Norcross","Milwaukee Bucks","2nd round 11th pick 41st overall",41,2,11,"11/3/09","4 years",4,"8/21/87",1987,26,"26y 0m 108d 12H 0M 0S","Norcross","Georgia","USA","Norcross, Georgia","Norcross","Georgia","23;20;20","Signed August 13, 2012 for an assumed $3,050,000 for 2 years.  Team Option for 2013-14 was picked up on June 26, 2013.","poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2010-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2010-2012-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ffd700;-Los Angeles Lakers, 2013-2014","http://www.basketball-reference.com/players/m/meeksjo01.html","12/7/13 15:54",-84.2135309,33.9412127,-84.2135309,33.9412127
"263","tayloje03","Jeffery Matthew Taylor","","Norkopping, Sweden","Small Forward","6'7",79,6,7,225,"Right","Vanderbilt University","Hobbs","Charlotte Bobcats","2nd round 1st pick 31st overall",31,2,1,"11/3/12","1 year",1,"5/23/89",1989,24,"24y 0m 198d 0H 0M 0S","Norkopping","","Sweden","Hobbs, New Mexico","Hobbs","New Mexico","44","Signed July 13, 2012 for an assumed $2,279,115 for 3 years.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#add8e6;-Charlotte Bobcats, 2013-2014","http://www.basketball-reference.com/players/t/tayloje03.html","12/7/13 15:54",-103.1360403,32.7026116,16.192421,58.587745
"264","greenda02","Daniel Richard Green Jr.","@DGreen_14","North Babylon, New York","Shooting Guard","6'6",78,6,6,210,"Right","University of North Carolina","St Marys","Cleveland Cavaliers","2nd round 16th pick 46th overall",46,2,16,"11/12/09","4 years",4,"6/22/87",1987,26,"26y 0m 168d 12H 0M 0S","North Babylon","New York","USA","Manhasset, New York","Manhasset","New York","14;4","Signed July 11, 2012 for an assumed $11,287,500 for 3 years.","poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#8b7500;-Cleveland Cavaliers, 2010-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2011-2014","http://www.basketball-reference.com/players/g/greenda02.html","12/7/13 15:54",-73.6995749,40.7978787,-73.3217861,40.7164881
"265","lopezro01","Robin Byron Lopez","@eegabeeva88","North Hollywood, California","Center","7'0",84,7,0,255,"Right","Stanford University","San Joaquin Memorial","Phoenix Suns","1st round 15th pick 15th overall",15,1,15,"10/29/08","5 years",5,"4/1/88",1988,25,"25y 0m 249d 18H 0M 0S","North Hollywood","California","USA","Fresno, California","Fresno","California","15;15;42","Signed July 27, 2012 for an assumed $15,359,284 for 3 years.  Contract includes trade bonus amount that counts as $784,500 in 2013-14 and as $784,499 in 2014-15.  2013-14 and 2014-15 are both now fully guaranteed.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff4500;-Phoenix Suns, 2009-2012-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2013-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2014","http://www.basketball-reference.com/players/l/lopezro01.html","12/7/13 15:54",-119.7725868,36.7468422,-118.3812562,34.187044
"266","lopezbr01","Brook Robert Lopez","@BrookLopez1","North Hollywood, California","Center","7'0",84,7,0,260,"Right","Stanford University","San Joaquin Memorial","New Jersey Nets","1st round 10th pick 10th overall",10,1,10,"10/29/08","5 years",5,"4/1/88",1988,25,"25y 0m 249d 18H 0M 0S","North Hollywood","California","USA","Fresno, California","Fresno","California","11;11","Signed July 11, 2012 for an assumed $60,825,938 for 4 years.  2015-16 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2009-2012-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2013-2014","http://www.basketball-reference.com/players/l/lopezbr01.html","12/7/13 15:54",-119.7725868,36.7468422,-118.3812562,34.187044
"267","nedovne01","Nemanja Nedovic","","Nova Varos, Serbia","Shooting Guard","6'3",75,6,3,192,"Right","","","Phoenix Suns","1st round 30th pick 30th overall",30,1,30,NA,"Rookie",0,"6/16/91",1991,22,"22y 0m 174d 12H 0M 0S","Nova Varos","","Serbia","","","","8","Signed July 9, 2013.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2014","http://www.basketball-reference.com/players/n/nedovne01.html","12/7/13 15:54",NA,NA,19.820221,43.466591
"268","shumpim01","Iman Asante Shumpert","@I_Am_Iman","Oak Park, Illinois","Shooting Guard-Point Guard","6'5",77,6,5,212,"Right","Georgia Institute of Technology","Oak Park and River Forest","New York Knicks","1st round 17th pick 17th overall",17,1,17,"12/25/11","2 years",2,"6/26/90",1990,23,"23y 0m 164d 6H 0M 0S","Oak Park","Illinois","USA","Oak Park, Illinois","Oak Park","Illinois","21","Signed December 11, 2011.  Team Option for 2013-14 picked up on October 16, 2012.  Team Option for 2014-15 picked up on October 28, 2013.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2012-2014","http://www.basketball-reference.com/players/s/shumpim01.html","12/7/13 15:54",-87.7845025,41.8850317,-87.7845025,41.8850317
"269","piercpa01","Paul Anthony Pierce","","Oakland, California","Small Forward-Shooting Guard","6'6",78,6,6,230,"Right","University of Kansas","Inglewood","Boston Celtics","1st round 10th pick 10th overall",10,1,10,"2/5/99","15 years",15,"10/13/77",1977,36,"36y 0m 55d 0H 0M 0S","Oakland","California","USA","Inglewood, California","Inglewood","California","34;34","Signed July 15, 2010 for an assumed $61,333,334 for 4 years.  Player Option for 2013-14 was picked up.","poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 1999-2013-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2014","http://www.basketball-reference.com/players/p/piercpa01.html","12/7/13 15:54",-118.3531311,33.9616801,-122.2711137,37.8043637
